m,TagName,
"2016-11-01 00:00:00","javascript","20406"
"2016-11-01 00:00:00","perl","366"
"2016-11-01 00:00:00","php","11873"
"2016-11-01 00:00:00","python","14130"
"2016-11-01 00:00:00","r","3547"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10645"
"2016-12-01 00:00:00","c++","5201"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13778"
"2016-12-01 00:00:00","javascript","19690"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11386"
"2016-12-01 00:00:00","python","12992"
"2016-12-01 00:00:00","r","3142"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3919"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2751"
"2017-01-01 00:00:00","c#","11657"
"2017-01-01 00:00:00","c++","5630"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14503"
"2017-01-01 00:00:00","javascript","21326"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12533"
"2017-01-01 00:00:00","python","14220"
"2017-01-01 00:00:00","r","3481"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2716"
"2017-02-01 00:00:00","c#","11445"
"2017-02-01 00:00:00","c++","5147"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","549"
"2017-02-01 00:00:00","java","14502"
"2017-02-01 00:00:00","javascript","21126"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12407"
"2017-02-01 00:00:00","python","14726"
"2017-02-01 00:00:00","r","3668"
"2017-02-01 00:00:00","ruby","1619"
"2017-02-01 00:00:00","swift","4044"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2954"
"2017-03-01 00:00:00","c#","12944"
"2017-03-01 00:00:00","c++","6203"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17244"
"2017-03-01 00:00:00","javascript","23602"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13932"
"2017-03-01 00:00:00","python","17059"
"2017-03-01 00:00:00","r","4597"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4603"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2839"
"2017-04-01 00:00:00","c#","11056"
"2017-04-01 00:00:00","c++","5856"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15843"
"2017-04-01 00:00:00","javascript","21153"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12316"
"2017-04-01 00:00:00","python","15592"
"2017-04-01 00:00:00","r","4249"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3900"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2738"
"2017-05-01 00:00:00","c#","11942"
"2017-05-01 00:00:00","c++","5280"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","580"
"2017-05-01 00:00:00","java","16280"
"2017-05-01 00:00:00","javascript","22308"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12970"
"2017-05-01 00:00:00","python","16128"
"2017-05-01 00:00:00","r","4304"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2338"
"2017-06-01 00:00:00","c#","11261"
"2017-06-01 00:00:00","c++","4663"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","573"
"2017-06-01 00:00:00","java","14565"
"2017-06-01 00:00:00","javascript","21504"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11663"
"2017-06-01 00:00:00","python","15949"
"2017-06-01 00:00:00","r","4437"
"2017-06-01 00:00:00","ruby","1411"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11165"
"2017-07-01 00:00:00","c++","5002"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14065"
"2017-07-01 00:00:00","javascript","21526"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11680"
"2017-07-01 00:00:00","python","16850"
"2017-07-01 00:00:00","r","4570"
"2017-07-01 00:00:00","ruby","1519"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2036"
"2017-08-01 00:00:00","c#","10921"
"2017-08-01 00:00:00","c++","4769"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","603"
"2017-08-01 00:00:00","java","13706"
"2017-08-01 00:00:00","javascript","21272"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11563"
"2017-08-01 00:00:00","python","16439"
"2017-08-01 00:00:00","r","4556"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4167"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2091"
"2017-09-01 00:00:00","c#","9836"
"2017-09-01 00:00:00","c++","4453"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12700"
"2017-09-01 00:00:00","javascript","18897"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10630"
"2017-09-01 00:00:00","python","15396"
"2017-09-01 00:00:00","r","4211"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3753"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2769"
"2017-10-01 00:00:00","c#","10179"
"2017-10-01 00:00:00","c++","5201"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13947"
"2017-10-01 00:00:00","javascript","19742"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10749"
"2017-10-01 00:00:00","python","16881"
"2017-10-01 00:00:00","r","4526"
"2017-10-01 00:00:00","ruby","1294"
"2017-10-01 00:00:00","swift","3884"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2939"
"2017-11-01 00:00:00","c#","9752"
"2017-11-01 00:00:00","c++","5018"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14111"
"2017-11-01 00:00:00","javascript","19320"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10522"
"2017-11-01 00:00:00","python","16898"
"2017-11-01 00:00:00","r","4493"
"2017-11-01 00:00:00","ruby","1170"
"2017-11-01 00:00:00","swift","3660"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2190"
"2017-12-01 00:00:00","c#","8554"
"2017-12-01 00:00:00","c++","4443"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11925"
"2017-12-01 00:00:00","javascript","16891"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9071"
"2017-12-01 00:00:00","python","14869"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","ruby","1015"
"2017-12-01 00:00:00","swift","3195"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2206"
"2018-01-01 00:00:00","c#","9344"
"2018-01-01 00:00:00","c++","4731"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","java","12308"
"2018-01-01 00:00:00","javascript","18831"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10051"
"2018-01-01 00:00:00","python","16177"
"2018-01-01 00:00:00","r","4194"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3734"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2137"
"2018-02-01 00:00:00","c#","8552"
"2018-02-01 00:00:00","c++","4560"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11997"
"2018-02-01 00:00:00","javascript","17179"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9084"
"2018-02-01 00:00:00","python","16253"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3393"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2456"
"2018-03-01 00:00:00","c#","9753"
"2018-03-01 00:00:00","c++","5163"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13511"
"2018-03-01 00:00:00","javascript","19081"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9789"
"2018-03-01 00:00:00","python","17850"
"2018-03-01 00:00:00","r","5091"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4037"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2175"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4647"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13441"
"2018-04-01 00:00:00","javascript","17906"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8891"
"2018-04-01 00:00:00","python","16908"
"2018-04-01 00:00:00","r","4719"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3559"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2355"
"2018-05-01 00:00:00","c#","9896"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13425"
"2018-05-01 00:00:00","javascript","18017"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9418"
"2018-05-01 00:00:00","python","17518"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","202"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8758"
"2018-06-01 00:00:00","c++","4082"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11753"
"2018-06-01 00:00:00","javascript","17138"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8392"
"2018-06-01 00:00:00","python","16751"
"2018-06-01 00:00:00","r","4474"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1593"
"2018-07-01 00:00:00","c#","9375"
"2018-07-01 00:00:00","c++","3899"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11699"
"2018-07-01 00:00:00","javascript","17755"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8514"
"2018-07-01 00:00:00","python","17885"
"2018-07-01 00:00:00","r","4399"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3657"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9449"
"2018-08-01 00:00:00","c++","3888"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11268"
"2018-08-01 00:00:00","javascript","17800"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8455"
"2018-08-01 00:00:00","python","17691"
"2018-08-01 00:00:00","r","4095"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3559"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8332"
"2018-09-01 00:00:00","c++","3723"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10679"
"2018-09-01 00:00:00","javascript","15962"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7641"
"2018-09-01 00:00:00","python","15966"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3131"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9308"
"2018-10-01 00:00:00","c++","4289"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12455"
"2018-10-01 00:00:00","javascript","17342"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8105"
"2018-10-01 00:00:00","python","18094"
"2018-10-01 00:00:00","r","4339"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8443"
"2018-11-01 00:00:00","c++","4328"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11655"
"2018-11-01 00:00:00","javascript","16120"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7046"
"2018-11-01 00:00:00","python","17947"
"2018-11-01 00:00:00","r","4214"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7512"
"2018-12-01 00:00:00","c++","3540"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10396"
"2018-12-01 00:00:00","javascript","14216"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6191"
"2018-12-01 00:00:00","python","15667"
"2018-12-01 00:00:00","r","3389"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2271"
"2019-01-01 00:00:00","c#","8716"
"2019-01-01 00:00:00","c++","3893"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10982"
"2019-01-01 00:00:00","javascript","15970"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7129"
"2019-01-01 00:00:00","python","16888"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2045"
"2019-02-01 00:00:00","c#","8318"
"2019-02-01 00:00:00","c++","3714"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10947"
"2019-02-01 00:00:00","javascript","15630"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7239"
"2019-02-01 00:00:00","python","17477"
"2019-02-01 00:00:00","r","4237"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2669"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2371"
"2019-03-01 00:00:00","c#","8926"
"2019-03-01 00:00:00","c++","4409"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11984"
"2019-03-01 00:00:00","javascript","17270"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7743"
"2019-03-01 00:00:00","python","19834"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2936"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9072"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11113"
"2019-04-01 00:00:00","javascript","16107"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7154"
"2019-04-01 00:00:00","python","19762"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3058"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8994"
"2019-05-01 00:00:00","c++","4112"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","670"
"2019-05-01 00:00:00","java","11030"
"2019-05-01 00:00:00","javascript","16082"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6924"
"2019-05-01 00:00:00","python","18832"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3090"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1718"
"2019-06-01 00:00:00","c#","7571"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9590"
"2019-06-01 00:00:00","javascript","14752"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5985"
"2019-06-01 00:00:00","python","17165"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3075"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8413"
"2019-07-01 00:00:00","c++","4251"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10782"
"2019-07-01 00:00:00","javascript","16072"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","python","19672"
"2019-07-01 00:00:00","r","4189"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1540"
"2019-08-01 00:00:00","c#","7672"
"2019-08-01 00:00:00","c++","3266"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9042"
"2019-08-01 00:00:00","javascript","15154"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5811"
"2019-08-01 00:00:00","python","17953"
"2019-08-01 00:00:00","r","3942"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2527"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1996"
"2019-09-01 00:00:00","c#","7814"
"2019-09-01 00:00:00","c++","3760"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","615"
"2019-09-01 00:00:00","java","9615"
"2019-09-01 00:00:00","javascript","14808"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5530"
"2019-09-01 00:00:00","python","16819"
"2019-09-01 00:00:00","r","3931"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2554"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2469"
"2019-10-01 00:00:00","c#","8375"
"2019-10-01 00:00:00","c++","4816"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11150"
"2019-10-01 00:00:00","javascript","15918"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6028"
"2019-10-01 00:00:00","python","20371"
"2019-10-01 00:00:00","r","4374"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3101"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2496"
"2019-11-01 00:00:00","c#","7993"
"2019-11-01 00:00:00","c++","4706"
"2019-11-01 00:00:00","delphi","170"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10271"
"2019-11-01 00:00:00","javascript","15670"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6079"
"2019-11-01 00:00:00","python","20517"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2135"
"2019-12-01 00:00:00","c#","7177"
"2019-12-01 00:00:00","c++","4177"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8968"
"2019-12-01 00:00:00","javascript","14243"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5218"
"2019-12-01 00:00:00","python","18016"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2652"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2039"
"2020-01-01 00:00:00","c#","7762"
"2020-01-01 00:00:00","c++","4198"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9875"
"2020-01-01 00:00:00","javascript","15942"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5875"
"2020-01-01 00:00:00","python","19876"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1971"
"2020-02-01 00:00:00","c#","7680"
"2020-02-01 00:00:00","c++","4058"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","657"
"2020-02-01 00:00:00","java","9981"
"2020-02-01 00:00:00","javascript","15672"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5634"
"2020-02-01 00:00:00","python","19922"
"2020-02-01 00:00:00","r","4667"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2749"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2472"
"2020-03-01 00:00:00","c#","7756"
"2020-03-01 00:00:00","c++","4621"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11010"
"2020-03-01 00:00:00","javascript","17471"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5644"
"2020-03-01 00:00:00","python","22550"
"2020-03-01 00:00:00","r","5111"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2901"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3233"
"2020-04-01 00:00:00","c#","8551"
"2020-04-01 00:00:00","c++","6175"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","792"
"2020-04-01 00:00:00","java","12548"
"2020-04-01 00:00:00","javascript","20787"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6592"
"2020-04-01 00:00:00","python","27483"
"2020-04-01 00:00:00","r","6172"
"2020-04-01 00:00:00","ruby","760"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3351"
"2020-05-01 00:00:00","c#","8558"
"2020-05-01 00:00:00","c++","6366"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11951"
"2020-05-01 00:00:00","javascript","21386"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6485"
"2020-05-01 00:00:00","python","29296"
"2020-05-01 00:00:00","r","6006"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3499"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2580"
"2020-06-01 00:00:00","c#","7869"
"2020-06-01 00:00:00","c++","5597"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10771"
"2020-06-01 00:00:00","javascript","19700"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5901"
"2020-06-01 00:00:00","python","27000"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3144"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2088"
"2020-07-01 00:00:00","c#","7771"
"2020-07-01 00:00:00","c++","5147"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10399"
"2020-07-01 00:00:00","javascript","19786"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5918"
"2020-07-01 00:00:00","python","26180"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2976"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1888"
"2020-08-01 00:00:00","c#","7038"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9262"
"2020-08-01 00:00:00","javascript","17944"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4973"
"2020-08-01 00:00:00","python","22921"
"2020-08-01 00:00:00","r","4487"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2654"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2141"
"2020-09-01 00:00:00","c#","6429"
"2020-09-01 00:00:00","c++","3903"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8897"
"2020-09-01 00:00:00","javascript","16699"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4753"
"2020-09-01 00:00:00","python","21618"
"2020-09-01 00:00:00","r","4749"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2541"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2358"
"2020-10-01 00:00:00","c#","6167"
"2020-10-01 00:00:00","c++","4301"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8894"
"2020-10-01 00:00:00","javascript","16350"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4562"
"2020-10-01 00:00:00","python","22676"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2302"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2684"
"2020-11-01 00:00:00","c#","5956"
"2020-11-01 00:00:00","c++","4291"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8439"
"2020-11-01 00:00:00","javascript","15440"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22047"
"2020-11-01 00:00:00","r","4797"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2151"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
